_id,_pct_missed,_judgments,_hidden,_contention,_pct_contested,_gold_pool,_are_these_two_sounds_similar,are_these_two_sounds_similar_gold,are_these_two_sounds_similar_gold_reason,query_id,result_id,query-preview-lq-ogg,query-preview-lq-mp3,result-preview-lq-ogg,result-preview-lq-mp3
954148487,0.05,42,false,"",0.0,,"",first_option,"Of course the two sounds are not identical but they share some similarities.
 What makes them similar is maybe the impulsive character with sudden increases in loudness and rather shallow releases. Of course the first is longer and therefore has some more acoustic characteristics in it.",5560, 5560-207322, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/207/207322_2368212-lq.ogg, https://www.freesound.org/data/previews/207/207322_2368212-lq.mp3
954148729,0.09,35,false,"",0.0,,"",first_option,"Of course the sounds are not identical but they share some similarities.
The most similar aspect is maybe that you have a concrete pitch in both cases and it is more or less the same pitch.",22362, 22362-247731, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/247/247731_3077631-lq.ogg, https://www.freesound.org/data/previews/247/247731_3077631-lq.mp3
954148852,0.16,37,false,It does have different tone... please check,0.027,,"",first_option,"Of course the sounds are not identical but they share some similarities.
The most similar aspect is maybe that you have a concrete pitch in both cases and it is more or less the same pitch.",22362, 22362-248926, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/248/248926_4556350-lq.ogg, https://www.freesound.org/data/previews/248/248926_4556350-lq.mp3
954149000,0.02,41,false,"",0.0,,"",first_option,"Of course the sounds are not identical but they share some similarities.
The most similar aspect is maybe that you have a concrete pitch in both cases and it is more or less the same pitch. They even both start more scratchy and develop a clear pitch afterwards.",22362, 22362-247842, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/247/247842_3077631-lq.ogg, https://www.freesound.org/data/previews/247/247842_3077631-lq.mp3
954149058,0.07,44,false,firt is yelling. second metal,0.0227,,"",first_option,"Of course the sounds are not identical but they share some similarities.
The most similar aspect is maybe that you have a concrete pitch in both cases and it is more or less the same pitch.",22362, 22362-249015, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/249/249015_4556350-lq.ogg, https://www.freesound.org/data/previews/249/249015_4556350-lq.mp3
954149406,0.05,41,false,"",0.0,,"",first_option,Although  in the second case there are several repetitions they are both quite similar because they both have a clear pitch which is more or less the same and the also start with some noise in the sound. Note that it did not influence the decision that both seem to be produced by squeezing doors!,22362, 22362-174067, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/174/174067_2035780-lq.ogg, https://www.freesound.org/data/previews/174/174067_2035780-lq.mp3
954157639,0.12,43,false,"Sounds quite similar, answer no not sure. All at your discretion, please",0.0233,,"",first_option,Of course they are not identical and in the first you have a change in pitch but still both are quite similar because they indeed have a pitch which is more or less the same.,22362, 22362-247456, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/247/247456_3077631-lq.ogg, https://www.freesound.org/data/previews/247/247456_3077631-lq.mp3
954164815,0.07,45,false,firt is yelling. second metal,0.0222,,"",first_option,Of course they are not identical and in the first you have a change in pitch but still both are quite similar because they indeed have a pitch which is more or less the same.,22362, 22362-247658, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/247/247658_3077631-lq.ogg, https://www.freesound.org/data/previews/247/247658_3077631-lq.mp3
954193027,0.06,36,false,"",0.0,,"",first_option,They are not identical but share some similarities. Both have a concrete pitch (which changes over time) and in the end it is more or less the same pitch.,22362, 22362-248927, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/248/248927_4556350-lq.ogg, https://www.freesound.org/data/previews/248/248927_4556350-lq.mp3
954219062,0.25,32,false,"the first looks like a rusty gate and the second a violin. Please review. Thanks
The first looks like a rusty gate but the second looks like squeak mosquito. Please review.",0.0625,,"",first_option,"Of course they are not identical, but still they are acoustically similar. Both have a concrete pitch which is not perfectly stable but both have more or less the same pitch range. Additionally both have scratchy parts in them.",22362, 22362-250953, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/250/250953_3347587-lq.ogg, https://www.freesound.org/data/previews/250/250953_3347587-lq.mp3
954253986,0.11,44,false,NOT SIMILAR!,0.0227,,"",first_option,"Of course they are not identical, but still they are acoustically similar. Both have a concrete pitch which is not perfectly stable but both have more or less the same pitch range.",22362, 22362-248609, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/248/248609_4556350-lq.ogg, https://www.freesound.org/data/previews/248/248609_4556350-lq.mp3
954257108,0.12,41,false,I think these sounds are different ,0.0244,,"",first_option,Especially the end is quite similar when both have the same pitch.,22362, 22362-249016, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/249/249016_4556350-lq.ogg, https://www.freesound.org/data/previews/249/249016_4556350-lq.mp3
954257270,0.03,40,false,"",0.0,,"",first_option,"Of course they are not identical, but still they are acoustically similar. Both have a concrete pitch and have more or less the same pitch range.",22362, 22362-247459, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/247/247459_3077631-lq.ogg, https://www.freesound.org/data/previews/247/247459_3077631-lq.mp3
954258815,0.05,39,false,"",0.0,,"",first_option,"They are quite similar because both sound rough  and have no clear pitch, but the overall pitch range is rather like a low pitch.",50802, 50802-163445, https://www.freesound.org/data/previews/50/50802_322568-lq.ogg, https://www.freesound.org/data/previews/50/50802_322568-lq.mp3, https://www.freesound.org/data/previews/163/163445_2943714-lq.ogg, https://www.freesound.org/data/previews/163/163445_2943714-lq.mp3
954259247,0.09,47,false,"",0.0,,"",first_option,"They are quite similar because both sound rough  and have no clear pitch, but the overall pitch range is rather like a low pitch.",50802, 50802-66574, https://www.freesound.org/data/previews/50/50802_322568-lq.ogg, https://www.freesound.org/data/previews/50/50802_322568-lq.mp3, https://www.freesound.org/data/previews/66/66574_321967-lq.ogg, https://www.freesound.org/data/previews/66/66574_321967-lq.mp3
954259455,0.21,39,false,stupid correction. clearly different voices.,0.0256,,"",first_option,"They are quite similar because both sound rough  and have no clear pitch, but the overall pitch range is rather like a low pitch.",50802, 50802-66574, https://www.freesound.org/data/previews/50/50802_322568-lq.ogg, https://www.freesound.org/data/previews/50/50802_322568-lq.mp3, https://www.freesound.org/data/previews/66/66574_321967-lq.ogg, https://www.freesound.org/data/previews/66/66574_321967-lq.mp3
954260009,0.05,43,false,"",0.0,,"",first_option,"Both are quite high and loud and with a concrete, steady pitch. Note that its quite logic that they are similar as they are both from a girl screaming, but this is not the reason why the first answer should be correct.",82402, 82402-326332, https://www.freesound.org/data/previews/82/82402_1276308-lq.ogg, https://www.freesound.org/data/previews/82/82402_1276308-lq.mp3, https://www.freesound.org/data/previews/326/326332_5519877-lq.ogg, https://www.freesound.org/data/previews/326/326332_5519877-lq.mp3
954260405,0.28,39,false,"there was no sound on first one 
There isn't any sound from the first audio clip",0.0513,,"",first_option,"Both are quite high and loud and with a concrete, steady pitch. Note that its quite logic that they are similar as they are both from a girl screaming, but this is not the reason why the first answer should be correct.",82402, 82402-242009, https://www.freesound.org/data/previews/82/82402_1276308-lq.ogg, https://www.freesound.org/data/previews/82/82402_1276308-lq.mp3, https://www.freesound.org/data/previews/242/242009_4401185-lq.ogg, https://www.freesound.org/data/previews/242/242009_4401185-lq.mp3
954260779,1.00,13,true,"unfair
there's similiar
Very similar to me,subjective correction.",0.2308,,"first_option
second_option",second_option,"Indeed, both are human screams but from an acoustical viewpoint they are not too similar, because the first hast a much higher pitch than the second.",82402, 82402-82418, https://www.freesound.org/data/previews/82/82402_1276308-lq.ogg, https://www.freesound.org/data/previews/82/82402_1276308-lq.mp3, https://www.freesound.org/data/previews/82/82418_1276308-lq.ogg, https://www.freesound.org/data/previews/82/82418_1276308-lq.mp3
954292523,0.00,37,false,"",0.0,,"",first_option,These two sound identical (even the file itself is it not in detail).,110011, 110011-256452, https://www.freesound.org/data/previews/110/110011_1537422-lq.ogg, https://www.freesound.org/data/previews/110/110011_1537422-lq.mp3, https://www.freesound.org/data/previews/256/256452_4754386-lq.ogg, https://www.freesound.org/data/previews/256/256452_4754386-lq.mp3
954313215,0.86,35,false,"ehhhhhhhhhhh

two cats
clearly the same sound. is really familiar .
The question is not about exact similarity. It is also not about finding any possible similarity
clearly the same sound. is really familiar .
SIMILAR!",0.1429,,"",second_option,"Although both sounds are made from a cat from an acoustical viewpoint they are not too similar, because the timbre as well as the melodic line and the pitch are quite different.",110011, 110011-156643, https://www.freesound.org/data/previews/110/110011_1537422-lq.ogg, https://www.freesound.org/data/previews/110/110011_1537422-lq.mp3, https://www.freesound.org/data/previews/156/156643_2792951-lq.ogg, https://www.freesound.org/data/previews/156/156643_2792951-lq.mp3
954323776,0.29,34,false,"bogus
The sounds are not similar",0.0588,,"",first_option,"Although the first is repeated and changes the pitch in an other direction the overall timbre (narrow, squeezy) seems to be quite similar.",240015, 240015-70377, https://www.freesound.org/data/previews/240/240015_2297991-lq.ogg, https://www.freesound.org/data/previews/240/240015_2297991-lq.mp3, https://www.freesound.org/data/previews/70/70377_1031833-lq.ogg, https://www.freesound.org/data/previews/70/70377_1031833-lq.mp3
954324921,0.37,41,false,"they are a boundary case in which I should have been free to decide...and by the way they are not similar, not in a million years!",0.0244,,"",first_option,"Of course the two sounds are not identical but they share some similarities. They have a similar repetitive structure and are rather quiet with no really clear pitch, but rather a higher frequency noise.",264498, 264498-125319, https://www.freesound.org/data/previews/264/264498_4019029-lq.ogg, https://www.freesound.org/data/previews/264/264498_4019029-lq.mp3, https://www.freesound.org/data/previews/125/125319_2266204-lq.ogg, https://www.freesound.org/data/previews/125/125319_2266204-lq.mp3
954325458,0.45,47,false,"it is not the same - tic tac and steps are rather different
maybe a little bit similar but only a little bit.
maybe a little bit similar but only a little bit.",0.0638,,"first_option
second_option",first_option,"Of course the two sounds are not identical but they share some similarities. They have a similar repetitive structure and are rather quiet with no really clear pitch, but rather a higher frequency noise.",264498, 264498-174251, https://www.freesound.org/data/previews/264/264498_4019029-lq.ogg, https://www.freesound.org/data/previews/264/264498_4019029-lq.mp3, https://www.freesound.org/data/previews/174/174251_2337088-lq.ogg, https://www.freesound.org/data/previews/174/174251_2337088-lq.mp3
954325632,0.46,46,false,"My answer was correct as the two sounds were not similar. Please check this &amp;amp; fix my accuracy.
if your reason that... its 
on first everyone can hear the clock, on the second, we can hear someone using keyboard",0.0652,,"",first_option,"Of course the two sounds are not identical but they share some similarities. They have a similar repetitive structure and are rather quiet with no really clear pitch, but rather a higher frequency noise.",264498, 264498-240280, https://www.freesound.org/data/previews/264/264498_4019029-lq.ogg, https://www.freesound.org/data/previews/264/264498_4019029-lq.mp3, https://www.freesound.org/data/previews/240/240280_4214255-lq.ogg, https://www.freesound.org/data/previews/240/240280_4214255-lq.mp3
954326125,0.51,41,false,"acustitly they are similar
 it just too subjective to say my answer is inorect!!!",0.0244,,"",second_option,"Although both are sounds of someone laughing (the first maybe synthetical and faster, but still sounds like laugher) they are not really acoustically similar. The most salient aspect is maybe the different pitch.",325462, 325462-19158, https://www.freesound.org/data/previews/325/325462_464940-lq.ogg, https://www.freesound.org/data/previews/325/325462_464940-lq.mp3, https://www.freesound.org/data/previews/19/19158_76085-lq.ogg, https://www.freesound.org/data/previews/19/19158_76085-lq.mp3
954326253,0.19,48,false,"",0.0,,"",first_option,"They are acoustically similar because they have more or less the same pitch range an timbre. This may be because both are play back faster, but note that this is not the reason for this decision.",325462, 325462-89467, https://www.freesound.org/data/previews/325/325462_464940-lq.ogg, https://www.freesound.org/data/previews/325/325462_464940-lq.mp3, https://www.freesound.org/data/previews/89/89467_234748-lq.ogg, https://www.freesound.org/data/previews/89/89467_234748-lq.mp3
954330045,0.42,31,false,The sounds are not similar&amp;quot;,0.0323,,"",second_option,Indeed both are sounds of laugher but still they are not really acoustical similar.,325462, 325462-37241, https://www.freesound.org/data/previews/325/325462_464940-lq.ogg, https://www.freesound.org/data/previews/325/325462_464940-lq.mp3, https://www.freesound.org/data/previews/37/37241_376980-lq.ogg, https://www.freesound.org/data/previews/37/37241_376980-lq.mp3
954330381,0.05,40,false,"",0.0,,"",first_option,"Of course the two sounds are not identical but they share some similarities.
What makes them most similar is maybe that both have not concrete pitch and are rather continuous  and noise-like.",337791, 337791-93985, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/93/93985_43-lq.ogg, https://www.freesound.org/data/previews/93/93985_43-lq.mp3
954331801,0.05,43,false,"",0.0,,"",first_option,"Of course the two sounds are not identical but they share some similarities.
What makes them most similar is maybe that both have not concrete pitch and are rather continuous  and noise-like.",337791, 337791-197202, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/197/197202_3232146-lq.ogg, https://www.freesound.org/data/previews/197/197202_3232146-lq.mp3
954334148,0.04,52,false,the second sound dont charge. Please review. Thanks,0.0192,,"",first_option,"Of course the two sounds are not identical but they share some similarities.
What makes them most similar is maybe that both have not concrete pitch and are rather continuous  and noise-like.",337791, 337791-276928, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/276/276928_3474310-lq.ogg, https://www.freesound.org/data/previews/276/276928_3474310-lq.mp3
954334221,0.02,45,false,"",0.0,,"",first_option,"Of course the two sounds are not identical but they share some similarities.
What makes them most similar is maybe that both have not concrete pitch and are rather continuous  and noise-like.",337791, 337791-130231, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/130/130231_865981-lq.ogg, https://www.freesound.org/data/previews/130/130231_865981-lq.mp3
954338086,0.05,43,false,"",0.0,,"",first_option,"Of course the two sounds are not identical but they share some similarities.
What makes them most similar is maybe that both have not concrete pitch and are rather continuous  and noise-like.",337791, 337791-213012, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/213/213012_1979597-lq.ogg, https://www.freesound.org/data/previews/213/213012_1979597-lq.mp3
954341923,0.00,44,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.  The second is short and the first is quite long and continuous.,337791, 337791-44734, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/44/44734_488434-lq.ogg, https://www.freesound.org/data/previews/44/44734_488434-lq.mp3
954341979,0.05,37,false,"",0.0,,"",second_option,"Of course you can always find some similarity but these are quite different.  The first is rather continuous and noise like, the second already sounds a bit like music.",2155, 325462-316793, https://www.freesound.org/data/previews/2/2155_1198-lq.ogg, https://www.freesound.org/data/previews/2/2155_1198-lq.mp3, https://www.freesound.org/data/previews/316/316793_93137-lq.ogg, https://www.freesound.org/data/previews/316/316793_93137-lq.mp3
954342695,0.00,47,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,50802, 240015-181679, https://www.freesound.org/data/previews/50/50802_322568-lq.ogg, https://www.freesound.org/data/previews/50/50802_322568-lq.mp3, https://www.freesound.org/data/previews/181/181679_3122126-lq.ogg, https://www.freesound.org/data/previews/181/181679_3122126-lq.mp3
954344215,0.00,35,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,50802, 240015-118560, https://www.freesound.org/data/previews/50/50802_322568-lq.ogg, https://www.freesound.org/data/previews/50/50802_322568-lq.mp3, https://www.freesound.org/data/previews/118/118560_2124559-lq.ogg, https://www.freesound.org/data/previews/118/118560_2124559-lq.mp3
954345318,0.00,46,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,240015, 50802-240734, https://www.freesound.org/data/previews/240/240015_2297991-lq.ogg, https://www.freesound.org/data/previews/240/240015_2297991-lq.mp3, https://www.freesound.org/data/previews/240/240734_7423-lq.ogg, https://www.freesound.org/data/previews/240/240734_7423-lq.mp3
954346420,0.00,40,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,2155, 325462-55209, https://www.freesound.org/data/previews/2/2155_1198-lq.ogg, https://www.freesound.org/data/previews/2/2155_1198-lq.mp3, https://www.freesound.org/data/previews/55/55209_4948-lq.ogg, https://www.freesound.org/data/previews/55/55209_4948-lq.mp3
954348739,0.05,42,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,50802, 325462-4237, https://www.freesound.org/data/previews/50/50802_322568-lq.ogg, https://www.freesound.org/data/previews/50/50802_322568-lq.mp3, https://www.freesound.org/data/previews/4/4237_4948-lq.ogg, https://www.freesound.org/data/previews/4/4237_4948-lq.mp3
954348746,0.00,38,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,240015, 337791-213012, https://www.freesound.org/data/previews/240/240015_2297991-lq.ogg, https://www.freesound.org/data/previews/240/240015_2297991-lq.mp3, https://www.freesound.org/data/previews/213/213012_1979597-lq.ogg, https://www.freesound.org/data/previews/213/213012_1979597-lq.mp3
954348755,0.00,37,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,22362, 5560-143951, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/143/143951_2587965-lq.ogg, https://www.freesound.org/data/previews/143/143951_2587965-lq.mp3
954348872,0.00,39,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,5560, 325462-7285, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/7/7285_12368-lq.ogg, https://www.freesound.org/data/previews/7/7285_12368-lq.mp3
954352214,0.02,45,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,240015, 5560-30303, https://www.freesound.org/data/previews/240/240015_2297991-lq.ogg, https://www.freesound.org/data/previews/240/240015_2297991-lq.mp3, https://www.freesound.org/data/previews/30/30303_229898-lq.ogg, https://www.freesound.org/data/previews/30/30303_229898-lq.mp3
954352231,0.00,28,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,110011, 0-264498, https://www.freesound.org/data/previews/110/110011_1537422-lq.ogg, https://www.freesound.org/data/previews/110/110011_1537422-lq.mp3, https://www.freesound.org/data/previews/264/264498_4019029-lq.ogg, https://www.freesound.org/data/previews/264/264498_4019029-lq.mp3
954352315,0.00,45,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,22362, 2155-167206, https://www.freesound.org/data/previews/22/22362_124811-lq.ogg, https://www.freesound.org/data/previews/22/22362_124811-lq.mp3, https://www.freesound.org/data/previews/167/167206_1050391-lq.ogg, https://www.freesound.org/data/previews/167/167206_1050391-lq.mp3
954352425,0.00,34,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,325462, 337791-93985, https://www.freesound.org/data/previews/325/325462_464940-lq.ogg, https://www.freesound.org/data/previews/325/325462_464940-lq.mp3, https://www.freesound.org/data/previews/93/93985_43-lq.ogg, https://www.freesound.org/data/previews/93/93985_43-lq.mp3
954352438,0.00,47,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,110011, 264498-248045, https://www.freesound.org/data/previews/110/110011_1537422-lq.ogg, https://www.freesound.org/data/previews/110/110011_1537422-lq.mp3, https://www.freesound.org/data/previews/248/248045_4361022-lq.ogg, https://www.freesound.org/data/previews/248/248045_4361022-lq.mp3
954352456,0.00,36,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,2155, 325462-119450, https://www.freesound.org/data/previews/2/2155_1198-lq.ogg, https://www.freesound.org/data/previews/2/2155_1198-lq.mp3, https://www.freesound.org/data/previews/119/119450_1990688-lq.ogg, https://www.freesound.org/data/previews/119/119450_1990688-lq.mp3
954352501,0.02,42,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,325462, 264498-174604, https://www.freesound.org/data/previews/325/325462_464940-lq.ogg, https://www.freesound.org/data/previews/325/325462_464940-lq.mp3, https://www.freesound.org/data/previews/174/174604_2337088-lq.ogg, https://www.freesound.org/data/previews/174/174604_2337088-lq.mp3
954352524,0.07,42,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,337791, 264498-174148, https://www.freesound.org/data/previews/337/337791_5994209-lq.ogg, https://www.freesound.org/data/previews/337/337791_5994209-lq.mp3, https://www.freesound.org/data/previews/174/174148_2337088-lq.ogg, https://www.freesound.org/data/previews/174/174148_2337088-lq.mp3
954352552,0.09,34,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,82402, 50802-170989, https://www.freesound.org/data/previews/82/82402_1276308-lq.ogg, https://www.freesound.org/data/previews/82/82402_1276308-lq.mp3, https://www.freesound.org/data/previews/170/170989_2694940-lq.ogg, https://www.freesound.org/data/previews/170/170989_2694940-lq.mp3
954352600,0.07,43,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,5560, 5560-156845, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/156/156845_1119090-lq.ogg, https://www.freesound.org/data/previews/156/156845_1119090-lq.mp3
954352619,0.00,47,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,5560, 325462-89467, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/89/89467_234748-lq.ogg, https://www.freesound.org/data/previews/89/89467_234748-lq.mp3
954352644,0.03,38,false,"",0.0,,"",second_option,Of course you can always find some similarity but these are quite different.,5560, 2155-329045, https://www.freesound.org/data/previews/5/5560_8043-lq.ogg, https://www.freesound.org/data/previews/5/5560_8043-lq.mp3, https://www.freesound.org/data/previews/329/329045_5284496-lq.ogg, https://www.freesound.org/data/previews/329/329045_5284496-lq.mp3
